random,50,None,False,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,False,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,True,1.0,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,False,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,True,0.7,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,False,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,False,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,False,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,True,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,100,None,True,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,300,None,True,True,0.5,l2,0.01,30,0.01,gd,average,1,relu
random,50,None,False,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,False,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,True,1.0,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,False,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,True,0.7,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,False,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,False,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,False,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,True,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,100,None,True,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,300,None,True,True,0.5,l2,0.01,50,0.01,gd,average,1,relu
random,50,None,False,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,False,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,True,1.0,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,False,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,True,0.7,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,False,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,False,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,False,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,True,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,100,None,True,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,300,None,True,True,0.5,l2,0.01,100,0.01,gd,average,1,relu
random,50,None,False,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,False,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,True,1.0,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,False,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,True,0.7,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,False,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,False,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,False,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,True,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,100,None,True,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,300,None,True,True,0.5,l2,0.01,-1,0.01,gd,average,1,relu
random,50,None,False,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,100,None,False,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,300,None,False,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,50,None,True,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,100,None,True,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,300,None,True,False,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,50,None,False,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,100,None,False,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,300,None,False,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,50,None,True,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,100,None,True,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,300,None,True,True,1.0,l2,0.01,30,0.1,gd,average,1,relu
random,50,None,False,False,0.7,l2,0.01,30,0.1,gd,average,1,relu
random,100,None,False,False,0.7,l2,0.01,30,0.1,gd,average,1,relu
